matchTimestamp,type.primary,type.secondary,player.name,team.name,pass.recipient.name
01:19:30.912,pass,"['forward_pass', 'short_or_medium_pass']",N. Mégroz,Zürich,I. Pando
01:19:32.564,pass,"['short_or_medium_pass', 'under_pressure']",I. Pando,Zürich,M. Höbinger
01:19:33.430,pass,"['forward_pass', 'loss', 'short_or_medium_pass', 'under_pressure']",M. Höbinger,Zürich,Marta Cazalla
01:19:37.037,pass,"['forward_pass', 'recovery', 'short_or_medium_pass']",Marta Cazalla,Grasshopper,S. Jackson
01:19:39.422,pass,"['lateral_pass', 'loss', 'short_or_medium_pass']",S. Jackson,Grasshopper,V. Bernauer
01:19:43.265,pass,"['back_pass', 'short_or_medium_pass']",S. Piubel,Zürich,V. Bernauer
01:19:44.522,pass,"['forward_pass', 'pass_to_final_third', 'progressive_pass', 'short_or_medium_pass']",V. Bernauer,Zürich,A. Pilgrim
01:20:58.756,pass,['short_or_medium_pass'],Marta Cazalla,Grasshopper,I. Rutishauser
01:21:00.232,pass,"['forward_pass', 'long_pass', 'progressive_pass']",I. Rutishauser,Grasshopper,K. Wienerroither
01:21:05.286,pass,"['lateral_pass', 'short_or_medium_pass']",K. Wienerroither,Grasshopper,J. Egli
01:21:09.581,pass,"['back_pass', 'recovery', 'short_or_medium_pass']",I. Pando,Zürich,N. Mégroz
01:21:12.181,pass,"['lateral_pass', 'short_or_medium_pass']",N. Mégroz,Zürich,L. Vetterlein
01:21:14.815,pass,"['back_pass', 'short_or_medium_pass']",L. Vetterlein,Zürich,S. Friedli
01:21:19.233,pass,"['lateral_pass', 'long_pass']",S. Friedli,Zürich,N. Mégroz
01:21:30.210,pass,"['lateral_pass', 'loss', 'pass_to_final_third', 'short_or_medium_pass']",N. Mégroz,Zürich,N. Ivelj
01:21:35.307,pass,"['forward_pass', 'short_or_medium_pass']",N. Ivelj,Grasshopper,E. Ljustina
01:21:37.565,pass,"['short_or_medium_pass', 'under_pressure']",E. Ljustina,Grasshopper,
01:21:38.680,pass,"['short_or_medium_pass', 'under_pressure']",Zhang Linyan,Grasshopper,E. Ljustina
01:21:46.305,pass,"['forward_pass', 'long_pass', 'pass_to_final_third']",V. Bernauer,Zürich,Marta Cazalla
01:21:57.622,pass,"['recovery', 'short_or_medium_pass']",Marta Cazalla,Grasshopper,I. Rutishauser
01:21:59.457,pass,"['forward_pass', 'long_pass', 'progressive_pass', 'under_pressure']",I. Rutishauser,Grasshopper,Zhang Linyan
01:22:07.132,pass,"['lateral_pass', 'recovery', 'short_or_medium_pass']",N. Mégroz,Zürich,S. Friedli
01:22:13.036,pass,"['lateral_pass', 'short_or_medium_pass']",S. Friedli,Zürich,L. Vetterlein
01:22:16.429,pass,"['lateral_pass', 'short_or_medium_pass']",L. Vetterlein,Zürich,M. Höbinger
01:22:18.384,pass,"['lateral_pass', 'short_or_medium_pass', 'under_pressure']",M. Höbinger,Zürich,N. Mégroz
01:22:21.341,pass,"['forward_pass', 'progressive_pass', 'short_or_medium_pass']",N. Mégroz,Zürich,S. Piubel
01:22:24.075,pass,"['linkup_play', 'short_or_medium_pass', 'under_pressure']",S. Piubel,Zürich,M. Höbinger
01:22:26.788,pass,"['forward_pass', 'pass_to_final_third', 'progressive_pass', 'short_or_medium_pass']",M. Höbinger,Zürich,
01:22:31.061,pass,"['forward_pass', 'linkup_play', 'short_or_medium_pass']",O. Woś,Zürich,Marta Cazalla
01:23:22.567,pass,"['back_pass', 'short_or_medium_pass']",V. Bernauer,Zürich,
01:23:24.298,pass,"['cross', 'lateral_pass', 'long_pass']",M. Höbinger,Zürich,L. Vetterlein
01:23:45.916,pass,"['cross', 'deep_completed_cross', 'key_pass', 'lateral_pass', 'pass_to_penalty_area', 'progressive_pass', 'shot_assist']",A. Pilgrim,Zürich,O. Woś
01:23:49.640,pass,"['forward_pass', 'hand_pass', 'short_or_medium_pass']",I. Rutishauser,Grasshopper,E. Pápai
01:23:52.817,pass,"['forward_pass', 'loss', 'progressive_pass', 'short_or_medium_pass', 'under_pressure']",E. Pápai,Grasshopper,M. Höbinger
01:24:01.092,pass,"['forward_pass', 'long_pass', 'pass_to_final_third', 'progressive_pass', 'recovery']",K. Wienerroither,Grasshopper,E. Ljustina
01:24:23.752,pass,"['recovery', 'counterpressing_recovery', 'short_or_medium_pass']",V. Bernauer,Zürich,
01:24:24.839,pass,"['forward_pass', 'loss', 'pass_to_penalty_area', 'short_or_medium_pass']",K. Wienerroither,Grasshopper,L. Vetterlein
01:24:25.284,pass,"['lateral_pass', 'recovery', 'counterpressing_recovery', 'short_or_medium_pass']",L. Vetterlein,Zürich,M. Rey
01:24:26.044,pass,"['back_pass', 'loss', 'progressive_pass', 'short_or_medium_pass', 'under_pressure']",M. Rey,Zürich,Zhang Linyan
01:25:34.102,pass,"['back_pass', 'short_or_medium_pass']",O. Woś,Zürich,L. Vetterlein
01:25:39.858,pass,"['deep_completion', 'forward_pass', 'long_pass', 'pass_to_final_third', 'pass_to_penalty_area', 'progressive_pass', 'through_pass']",L. Vetterlein,Zürich,I. Pando
01:25:45.899,pass,"['lateral_pass', 'loss', 'short_or_medium_pass', 'touch_in_box']",I. Pando,Zürich,N. Ivelj
01:25:51.534,pass,"['forward_pass', 'loss', 'progressive_pass', 'short_or_medium_pass']",N. Ivelj,Grasshopper,V. Bernauer
01:25:53.857,pass,"['forward_pass', 'progressive_pass', 'recovery', 'counterpressing_recovery', 'short_or_medium_pass']",V. Bernauer,Zürich,S. Piubel
01:25:57.564,pass,"['lateral_pass', 'short_or_medium_pass', 'shot_assist']",S. Piubel,Zürich,A. Pilgrim
01:26:05.089,pass,"['forward_pass', 'hand_pass', 'recovery', 'short_or_medium_pass']",I. Rutishauser,Grasshopper,E. Pápai
01:26:09.041,pass,"['forward_pass', 'short_or_medium_pass']",E. Pápai,Grasshopper,S. Jackson
01:26:14.081,pass,"['forward_pass', 'pass_to_final_third', 'progressive_pass', 'short_or_medium_pass']",S. Jackson,Grasshopper,
01:26:43.557,pass,"['forward_pass', 'long_pass', 'progressive_pass']",J. Stierli,Zürich,A. Pilgrim
01:26:45.050,pass,"['head_pass', 'short_or_medium_pass']",A. Pilgrim,Zürich,S. Piubel
01:26:49.115,pass,"['third_assist', 'short_or_medium_pass']",S. Piubel,Zürich,M. Höbinger
01:26:50.756,pass,"['forward_pass', 'long_pass', 'pass_to_final_third', 'second_assist', 'progressive_pass', 'through_pass']",M. Höbinger,Zürich,I. Pando
01:26:54.651,pass,"['assist', 'cross', 'deep_completed_cross', 'key_pass', 'lateral_pass', 'pass_to_penalty_area', 'progressive_pass', 'shot_assist']",I. Pando,Zürich,O. Woś
01:27:50.154,pass,"['back_pass', 'short_or_medium_pass']",K. Wienerroither,Grasshopper,S. Jackson
01:27:53.801,pass,['short_or_medium_pass'],S. Jackson,Grasshopper,E. Pápai
01:27:59.591,pass,"['forward_pass', 'progressive_pass', 'short_or_medium_pass']",E. Pápai,Grasshopper,Zhang Linyan
01:28:02.063,pass,"['lateral_pass', 'pass_to_final_third', 'short_or_medium_pass']",Zhang Linyan,Grasshopper,J. Egli
01:28:06.788,pass,"['lateral_pass', 'short_or_medium_pass']",J. Egli,Grasshopper,Zhang Linyan
01:28:12.922,pass,"['lateral_pass', 'short_or_medium_pass', 'touch_in_box']",Zhang Linyan,Grasshopper,J. Egli
01:28:14.426,pass,"['cross', 'lateral_pass', 'loss', 'pass_to_penalty_area']",J. Egli,Grasshopper,L. Vetterlein
01:28:35.781,pass,"['forward_pass', 'long_pass', 'loss', 'progressive_pass']",L. Vetterlein,Zürich,Marta Cazalla
01:28:39.311,pass,"['forward_pass', 'head_pass', 'recovery', 'short_or_medium_pass']",Marta Cazalla,Grasshopper,J. Egli
01:28:42.846,pass,"['back_pass', 'short_or_medium_pass']",J. Egli,Grasshopper,I. Rutishauser
01:28:55.250,pass,"['cross', 'lateral_pass', 'loss', 'pass_to_penalty_area']",A. Pilgrim,Zürich,Marta Cazalla
01:28:56.789,pass,"['forward_pass', 'long_pass', 'recovery', 'counterpressing_recovery']",Marta Cazalla,Grasshopper,E. Ljustina
01:29:17.337,pass,"['hand_pass', 'lateral_pass', 'recovery', 'short_or_medium_pass']",S. Friedli,Zürich,N. Mégroz
01:29:28.089,pass,"['forward_pass', 'short_or_medium_pass']",N. Mégroz,Zürich,S. Piubel
01:29:29.844,pass,"['back_pass', 'short_or_medium_pass', 'under_pressure']",S. Piubel,Zürich,I. Pando
01:29:31.471,pass,"['forward_pass', 'long_pass', 'pass_to_final_third', 'progressive_pass']",I. Pando,Zürich,S. Piubel
01:29:37.400,pass,"['lateral_pass', 'short_or_medium_pass']",S. Piubel,Zürich,O. Woś
01:29:56.656,pass,"['forward_pass', 'long_pass', 'recovery', 'counterpressing_recovery']",M. Rey,Zürich,V. Bernauer
01:30:00.724,pass,"['lateral_pass', 'short_or_medium_pass']",V. Bernauer,Zürich,M. Rey
01:30:04.222,pass,"['forward_pass', 'long_pass', 'loss', 'pass_to_final_third']",M. Rey,Zürich,V. Laino
01:30:21.998,pass,"['third_assist', 'short_or_medium_pass']",A. Pilgrim,Zürich,M. Höbinger
01:30:23.494,pass,"['lateral_pass', 'second_assist', 'short_or_medium_pass']",M. Höbinger,Zürich,M. Rey
01:30:26.216,pass,"['assist', 'cross', 'deep_completed_cross', 'key_pass', 'lateral_pass', 'pass_to_penalty_area', 'progressive_pass', 'shot_assist']",M. Rey,Zürich,M. Höbinger
01:31:13.326,pass,"['back_pass', 'short_or_medium_pass']",K. Wienerroither,Grasshopper,S. Jackson
01:31:17.169,pass,['short_or_medium_pass'],S. Jackson,Grasshopper,E. Pápai
01:31:22.666,pass,"['lateral_pass', 'short_or_medium_pass']",S. Jackson,Grasshopper,Marta Cazalla
01:31:25.473,pass,"['forward_pass', 'loss', 'short_or_medium_pass', 'under_pressure']",Marta Cazalla,Grasshopper,N. Mégroz
01:31:27.025,pass,"['forward_pass', 'long_pass', 'loss', 'pass_to_final_third']",N. Mégroz,Zürich,V. Laino
01:31:51.879,pass,"['forward_pass', 'short_or_medium_pass']",S. Piubel,Zürich,N. Mégroz
01:32:22.791,pass,"['back_pass', 'short_or_medium_pass']",V. Bernauer,Zürich,M. Höbinger
01:32:23.562,pass,"['loss', 'short_or_medium_pass']",M. Höbinger,Zürich,Zhang Linyan
01:32:32.651,pass,"['forward_pass', 'pass_to_final_third', 'short_or_medium_pass']",K. Wienerroither,Grasshopper,
01:32:35.849,pass,"['long_pass', 'progressive_pass']",N. Mégroz,Zürich,
